,meta.page.currentPage,meta.page.from,meta.page.lastPage,meta.page.perPage,meta.page.to,meta.page.total,data.type,data.id,data.attributes.nomor_pb_umku,data.attributes.nama,data.attributes.website,data.attributes.sektor,data.attributes.nama_perusahaan,data.attributes.tanggal_daftar,data.attributes.nomor_tanda_daftar,data.attributes.qr_code,data.attributes.status_id,data.attributes.sistem_elektronik_id
232,24,231,41,10,240,404,tdpseTerbit,8245,,REVIVED WITCH,play.google.com/store/apps/details?id=com.YoStarEN.RevivedWitch&hl=en&gl=US;apps.apple.com/us/app/revived-witch/id1554968811,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4519bb8e6c4d01b6e5fc73773b6dad4f.png,TERDAFTAR,8163
233,24,231,41,10,240,404,tdpseTerbit,8244,,ARKNIGHTS,play.google.com/store/apps/details?id=com.YoStarEN.Arknights;apps.apple.com/us/app/id1464872022?mt=8,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/72d0517c8b470cf00c835096be32c5a2.png,TERDAFTAR,8162
234,24,231,41,10,240,404,tdpseTerbit,8243,,MAHJONG SOUL,play.google.com/store/apps/details?id=com.YoStarEN.MahjongSoul;apps.apple.com/us/app/id1464872167,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/ce7e16bfdef42b5a7698702e8da11f7a.png,TERDAFTAR,8161
235,24,231,41,10,240,404,tdpseTerbit,8242,,AZUR LANE,play.google.com/store/apps/details?id=com.YoStarEN.AzurLane;apps.apple.com/us/app/azur-lane/id1411126549?l=zh&ls=1,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e442a3308e52b4414a18ca93a33f0cc3.png,TERDAFTAR,8160
236,24,231,41,10,240,404,tdpseTerbit,8240,,LEAGUE OF LEGENDS: WILD RIFT,wildrift.leagueoflegends.com/id-id/,Sektor Teknologi Informasi dan Komunikasi,RIOT GAMES SERVICES PTE. LTD.,2022-07-20,005816.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/25e85702b45b773149d92439775b9406.png,TERDAFTAR,8159
237,24,231,41,10,240,404,tdpseTerbit,8239,,VALORANT,playvalorant.com/id-id/,Sektor Teknologi Informasi dan Komunikasi,RIOT GAMES SERVICES PTE. LTD.,2022-07-20,005816.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e9ae6bc3d7c62e1861d52d861873f2d8.png,TERDAFTAR,8158
238,24,231,41,10,240,404,tdpseTerbit,8238,,LEGENDS OF RUNETERRA,playruneterra.com/en-us/,Sektor Teknologi Informasi dan Komunikasi,RIOT GAMES SERVICES PTE. LTD.,2022-07-20,005816.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/57e6168b7eab80b166d68f7e255ab874.png,TERDAFTAR,8157
239,24,231,41,10,240,404,tdpseTerbit,8236,,LUDIGAMES,play.ludigames.com,Sektor Teknologi Informasi dan Komunikasi,LUDIGAMES,2022-07-20,005815.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/bf3b777cc4606b15c68869f50e9bc2cf.png,TERDAFTAR,8155
240,25,241,41,10,250,404,tdpseTerbit,8235,,RAZER GOLD,gold.razer.com,Sektor Perdagangan,RAZER ONLINE PTE LTD,2022-07-20,005814.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/af3749326205849ee64836fbd87296f7.png,TERDAFTAR,8153
241,25,241,41,10,250,404,tdpseTerbit,8234,,WECHAT,play.google.com/store/apps/details?id=com. tencent.mm&hl=in&gl=US,Sektor Teknologi Informasi dan Komunikasi,WECHAT INTERNATIONAL PTE. LTD.,2022-07-20,005813.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/ba9dee67f018fc9c34671c0a7ce9ebfe.png,TERDAFTAR,8152
242,25,241,41,10,250,404,tdpseTerbit,8232,,RICHTHINKER,com.bcacrfzx.richthinker,Sektor Teknologi Informasi dan Komunikasi,YANHAIGE2022,2022-07-20,005811.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/13604fda5c4ad109f652b8e91c53aec1.png,TERDAFTAR,8151
243,25,241,41,10,250,404,tdpseTerbit,8231,,TINDER,tinder.com,Sektor Teknologi Informasi dan Komunikasi,"MATCH GROUP, LLC.",2022-07-20,005810.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/99cb855d896038bc22208cd579c8a921.png,TERDAFTAR,8150
244,25,241,41,10,250,404,tdpseTerbit,8230,,Z DAY: HEARTS OF HEROES,play.google.com/store/apps/details?id=com.kingsgroup.ww2; apps.apple.com/us/app/z-day-hearts-of-heroes/id1374225046,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/0a790b5bd63d27d40f0b501458655123.png,TERDAFTAR,8148
245,25,241,41,10,250,404,tdpseTerbit,8229,,CALL OF ANTIA: MATCH 3 RPG,callofantia.com/; play.google.com/store/apps/details?id=com.funplus.coa,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4dbad45656c450219547a635c2dc6061.png,TERDAFTAR,8147
246,25,241,41,10,250,404,tdpseTerbit,8228,,GUNS OF GLORY,gog.kingsgroupgames.com/; play.google.com/store/apps/details?id=com.diandian.gog,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d95233b24342a89ca8471950ba8365eb.png,TERDAFTAR,8146
247,25,241,41,10,250,404,tdpseTerbit,8227,,ES DAN API: KING OF AVALON,koa.kingsgroupgames.com/; play.google.com/store/apps/details?id=com.funplus.kingofavalon,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/5eb0037470fcb9f711f55a7d6309a0c7.png,TERDAFTAR,8145
248,25,241,41,10,250,404,tdpseTerbit,8226,,STATE OF SURVIVAL,sos.kingsgroupgames.com; play.google.com/store/apps/details?id=com.kingsgroup.sos,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/1c29495b119444f0a415a64b232549c3.png,TERDAFTAR,8144
249,25,241,41,10,250,404,tdpseTerbit,8219,,ENSEMBLE STARS MUSIC,ensemblestars.com,Sektor Teknologi Informasi dan Komunikasi,HAPPY ELEMENTS LIMITED,2022-07-20,005807.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/a985c168caa0a2c23278945f2082d658.png,TERDAFTAR,8138
250,26,251,41,10,260,404,tdpseTerbit,8193,,DREAME,play.google.com/store/apps/details?id=com.dreame.reader&hl=en_US&gl=US; https://apps.apple.com/au/app/dreame-read-best-romance/id1421091911,Sektor Teknologi Informasi dan Komunikasi,STARY PTE. LTD.,2022-07-20,005802.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/5bf31bc6f720f935d700e2a497fb0c60.png,TERDAFTAR,8112
251,26,251,41,10,260,404,tdpseTerbit,8192,,INNOVEL,play.google.com/store/apps/details?id=com.dreame.reader.indonesia&hl=en_US&gl=US; https://apps.apple.com/us/app/innovel/id1529082813,Sektor Teknologi Informasi dan Komunikasi,STARY PTE. LTD.,2022-07-20,005802.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/37490e6c5a67c1ce3fce58282d60a2fc.png,TERDAFTAR,8111
252,26,251,41,10,260,404,tdpseTerbit,8159,,ELEMENT INC.,discoverelement.com,Sektor Teknologi Informasi dan Komunikasi,ELEMENT INC.,2022-07-20,005793.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/305ad94b03fc4475ac91db91566d9d95.png,TERDAFTAR,8080
253,26,251,41,10,260,404,tdpseTerbit,8157,,ZOOM.US,zoom.us,Sektor Teknologi Informasi dan Komunikasi,"ZOOM VIDEO COMMUNICATIONS, INC.",2022-07-20,005790.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/781ae57ace43a88db30f2b0e6b717f44.png,TERDAFTAR,8077
254,26,251,41,10,260,404,tdpseTerbit,8154,,WWW.GOLDENTULIP.COM,goldentulip.com,Sektor Teknologi Informasi dan Komunikasi,LOUVRE HOTELS GROUP,2022-07-20,005788.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/fe7116cf39ac44ccd701457edcadd438.png,TERDAFTAR,8074
255,26,251,41,10,260,404,tdpseTerbit,8153,,WWW.KYRIAD.COM,kyriad.com,Sektor Teknologi Informasi dan Komunikasi,LOUVRE HOTELS GROUP,2022-07-20,005788.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4f3ab3faa0b026e42906c0e4d1d309b5.png,TERDAFTAR,8073
256,26,251,41,10,260,404,tdpseTerbit,8150,,APPLE APP STORE,apps.apple.com,Sektor Teknologi Informasi dan Komunikasi,APPLE DISTRIBUTION INTERNATIONAL LIMITED,2022-07-20,005787.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/19d3dd1789aea0ac97f082aa0747a684.png,TERDAFTAR,8071
257,26,251,41,10,260,404,tdpseTerbit,8149,,ICLOUD,icloud.com,Sektor Teknologi Informasi dan Komunikasi,APPLE DISTRIBUTION INTERNATIONAL LIMITED,2022-07-20,005787.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6f583a7b17550deaab02e6130311fe03.png,TERDAFTAR,8070
258,26,251,41,10,260,404,tdpseTerbit,8148,,GROW.CLEVERBRIDGE.COM,store.cleverbridge.com,Sektor Keuangan,CLEVERBRIDGE AG,2022-07-20,005786.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6329e0955e5c2efde6d186c4af92c1fc.png,TERDAFTAR,8068
259,26,251,41,10,260,404,tdpseTerbit,8147,,GMILLION,gmillion.io,Sektor Teknologi Informasi dan Komunikasi,GMILLION,2022-07-20,005785.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/97e7de2bedb97316c96cf6d487538520.png,TERDAFTAR,8067
260,27,261,41,10,270,404,tdpseTerbit,8146,,AUTOCHESS MOBA,autochessmoba.com,Sektor Teknologi Informasi dan Komunikasi,TIANJIN HAORANYOU LIMITED,2022-07-20,005784.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9e82a3a9af769a73fcd9d35e2a0e0a49.png,TERDAFTAR,8066
261,27,261,41,10,270,404,tdpseTerbit,8145,,PICMA - PENAMBAH FOTO AI,imperial-vision.com/en,Sektor Teknologi Informasi dan Komunikasi,LIMEI GAO,2022-07-20,005782.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/aab80eb99dd8eb01396a7b26e99728b2.png,TERDAFTAR,8065
262,27,261,41,10,270,404,tdpseTerbit,8143,,COOKPAD,cookpad.com,Sektor Teknologi Informasi dan Komunikasi,COOKPAD INC,2022-07-20,005781.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9760df398e890c9b81102b32e5539748.png,TERDAFTAR,8064
263,27,261,41,10,270,404,tdpseTerbit,8139,,GAMELOFT,gameloft.com,Sektor Teknologi Informasi dan Komunikasi,GAMELOFT SE,2022-07-20,005780.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/de364507c29ebd895c57ddd0fa9eb48f.png,TERDAFTAR,8062
264,27,261,41,10,270,404,tdpseTerbit,8137,,HBO GO,hbogoasia.id,Sektor Teknologi Informasi dan Komunikasi,"AFFILIATES ASIA, LLC",2022-07-20,005779.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4b543cf54543e9bf6863a1f03852d2ea.png,TERDAFTAR,8060
265,27,261,41,10,270,404,tdpseTerbit,8134,,PINGPONG,pingpongx.com,Sektor Keuangan,PING PONG GLOBAL HOLDINGS LIMITED,2022-07-20,005778.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/3a85cf196c2f51ffc8173cf8a0851e37.png,TERDAFTAR,8057
266,27,261,41,10,270,404,tdpseTerbit,8133,,GETCONTACT,getcontact.com,Sektor Teknologi Informasi dan Komunikasi,GETVERIFY LDA,2022-07-20,005777.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/0ea7300c86f67b57c375edd1c48abaa4.png,TERDAFTAR,8054
267,27,261,41,10,270,404,tdpseTerbit,7663,,TWITTER,twitter.com,Sektor Teknologi Informasi dan Komunikasi,"TWITTER, INC.",2022-07-20,005625.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/3dba4fb4dd37e389a9bcb6a8443656a6.png,TERDAFTAR,7572
268,27,261,41,10,270,404,tdpseTerbit,7141,,CHIMERALAND,play.google.com/store/apps/details?id=com. levelinfinite.fancyworld,Sektor Teknologi Informasi dan Komunikasi,PROXIMA BETA PTE. LIMITED,2022-07-19,005222.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9ad8c34f06c905cda972e89ce6c4a2d9.png,TERDAFTAR,7023
269,27,261,41,10,270,404,tdpseTerbit,7140,,ALCHEMY STARS,apps.apple.com/id/app/alchemy-stars/id1529088856,Sektor Teknologi Informasi dan Komunikasi,PROXIMA BETA PTE. LIMITED,2022-07-19,005222.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/91f6d2e9840296a23eed51e1f01610db.png,TERDAFTAR,7021
270,28,271,41,10,280,404,tdpseTerbit,7139,,PUBG MOBILE,apps.apple.com/us/app/pubg-mobile/id1330123889,Sektor Teknologi Informasi dan Komunikasi,PROXIMA BETA PTE. LIMITED,2022-07-19,005222.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/7f11ebf8d2d06a8239b9b54a1e1479a5.png,TERDAFTAR,7020
271,28,271,41,10,280,404,tdpseTerbit,7008,,WESING,wesingapp.com,Sektor Teknologi Informasi dan Komunikasi,WE SONG (HONG KONG) LIMITED,2022-07-19,005126.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6f12d87d78d6976a8ae35678c24cbeff.png,TERDAFTAR,6865
272,28,271,41,10,280,404,tdpseTerbit,7102,,WHATSAPP.COM,web.whatsapp.com,Sektor Teknologi Informasi dan Komunikasi,FACEBOOK SINGAPORE PTE. LTD.,2022-07-19,004994.06/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/870b8b4193761712c30558e477533949.png,TERDAFTAR,6971
273,28,271,41,10,280,404,tdpseTerbit,7101,,WHATSAPP MESSENGER,apps.apple.com/au/app/whatsapp-messenger/id310633997,Sektor Teknologi Informasi dan Komunikasi,FACEBOOK SINGAPORE PTE. LTD.,2022-07-19,004994.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/da45bd92a79ec983242a77e9be8aac7c.png,TERDAFTAR,6970
274,28,271,41,10,280,404,tdpseTerbit,6800,,INSTAGRAM,apps.apple.com/au/app/instagram/id389801252,Sektor Teknologi Informasi dan Komunikasi,FACEBOOK SINGAPORE PTE. LTD.,2022-07-19,004994.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/a03796d72d5691be9d4a1fece69acce7.png,TERDAFTAR,6651
275,28,271,41,10,280,404,tdpseTerbit,6799,,INSTAGRAM.COM,instagram.com,Sektor Teknologi Informasi dan Komunikasi,FACEBOOK SINGAPORE PTE. LTD.,2022-07-19,004994.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f852b858c232be88f50992373320a400.png,TERDAFTAR,6650
276,28,271,41,10,280,404,tdpseTerbit,6798,,FACEBOOK,apps.apple.com/au/app/facebook/id284882215,Sektor Teknologi Informasi dan Komunikasi,FACEBOOK SINGAPORE PTE. LTD.,2022-07-19,004994.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c107f82e934a7476d9a2de00e0f7e3c9.png,TERDAFTAR,6649
277,28,271,41,10,280,404,tdpseTerbit,6797,,FACEBOOK.COM,facebook.com,Sektor Teknologi Informasi dan Komunikasi,FACEBOOK SINGAPORE PTE. LTD.,2022-07-19,004994.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e9becd3d5219cd0a60c598923135644f.png,TERDAFTAR,6648
278,28,271,41,10,280,404,tdpseTerbit,6690,,MICO,micous.com,Sektor Teknologi Informasi dan Komunikasi,MICO WORLD LIMITED,2022-07-19,004920.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/2b00562855b4538726161702e0d616b5.png,TERDAFTAR,6543
279,28,271,41,10,280,404,tdpseTerbit,6684,,HTTP://HEPAYMENT.99.COM/INDEX.ASPX,hepayment.99.com/index.aspx,Sektor Perdagangan,NETDRAGON,2022-07-19,004914.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/09d1b117be62a9cb6ea31b8b8182ec80.png,TERDAFTAR,6537
280,29,281,41,10,290,404,tdpseTerbit,6683,,SHOPPINGMALL.99.COM,shoppingmall.99.com,Sektor Perdagangan,NETDRAGON,2022-07-19,004914.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/075e538cdb7b0acbde35f42317c16d0d.png,TERDAFTAR,6536
281,29,281,41,10,290,404,tdpseTerbit,6681,,DISCORD,discord.com,Sektor Teknologi Informasi dan Komunikasi,DISCORD INC.,2022-07-19,004913.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/cfb534eeca7cf00bd3f971e7fcb69ffd.png,TERDAFTAR,6532
282,29,281,41,10,290,404,tdpseTerbit,11134,,GATE OF AGES: EON STRIFE,gateofages.com,Sektor Teknologi Informasi dan Komunikasi,NETEASE INTERACTIVE ENTERTAINMENT PTE. LTD.,2022-09-12,004884.04/DJAI.PSE/09/2022,https://pse.kominfo.go.id/storage/images/qr_code/46f9c1d1b849b8572698d19473d6d707.png,TERDAFTAR,10939
283,29,281,41,10,290,404,tdpseTerbit,11133,,LOST BLADE,thelostblade.com,Sektor Teknologi Informasi dan Komunikasi,NETEASE INTERACTIVE ENTERTAINMENT PTE. LTD.,2022-09-12,004884.03/DJAI.PSE/09/2022,https://pse.kominfo.go.id/storage/images/qr_code/2b7aef39af0285645250f2c0ee351562.png,TERDAFTAR,10938
284,29,281,41,10,290,404,tdpseTerbit,6654,,NETEASE GAME,neteasegames.com,Sektor Teknologi Informasi dan Komunikasi,NETEASE INTERACTIVE ENTERTAINMENT PTE. LTD.,2022-07-19,004884.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/213d5a203599ad75d610a981c9a1e1a1.png,TERDAFTAR,6508
285,29,281,41,10,290,404,tdpseTerbit,6653,,NARAKA,narakathegame.com,Sektor Teknologi Informasi dan Komunikasi,NETEASE INTERACTIVE ENTERTAINMENT PTE. LTD.,2022-07-19,004884.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/469eb8ef72a600a1e84f634d79d0e902.png,TERDAFTAR,6507
286,29,281,41,10,290,404,tdpseTerbit,6650,,EDGE COMPUTING SOLUTIONS,lumen.com,Sektor Teknologi Informasi dan Komunikasi,LEVEL 3 COMMUNICATIONS HONG KONG LIMITED,2022-07-19,004882.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c1ba68274fca90e341d96e635d5fb070.png,TERDAFTAR,6505
287,29,281,41,10,290,404,tdpseTerbit,6649,,MUMU PLAYER,mumuglobal.com,Sektor Teknologi Informasi dan Komunikasi,HONG KONG NETEASE INTERACTIVE ENTERTAINMENT LIMITED,2022-07-19,004879.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/455442307d80d52cf9469acc70f2211a.png,TERDAFTAR,6504
288,29,281,41,10,290,404,tdpseTerbit,6648,,UU BOOSTER,uubooster.com,Sektor Teknologi Informasi dan Komunikasi,HONG KONG NETEASE INTERACTIVE ENTERTAINMENT LIMITED,2022-07-19,004879.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9eab2aa203da57d1d4d58434fe0d3730.png,TERDAFTAR,6503
289,29,281,41,10,290,404,tdpseTerbit,6644,,MERIDIA°COLLECT,refinery.meridia.land,Sektor Pangan,MERIDIA LAND,2022-07-19,004878.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/3901fc8a712f4cb3241e33d411d51682.png,TERDAFTAR,6501
290,30,291,41,10,300,404,tdpseTerbit,6640,,OFFGAMERS GLOBAL PTE LTD,offgamers.com,Sektor Perdagangan,OFFGAMERS,2022-07-19,004877.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6c8bb614788b12b2134e8f4a13e97067.png,TERDAFTAR,6497
291,30,291,41,10,300,404,tdpseTerbit,6576,,NETFLIX,Netflix.com/id/,Sektor Perdagangan,NETFLIX PTE. LTD.,2022-07-19,004825.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/2081f51103adc0a664e107482ec36491.png,TERDAFTAR,6434
292,30,291,41,10,300,404,tdpseTerbit,6400,,TEST YI XIA,guanmutong.com,Sektor Teknologi Informasi dan Komunikasi,RUOCHENG,2022-07-18,004723.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/80d45adef2b157836fc4c5b55af44ef5.png,TERDAFTAR,6261
293,30,291,41,10,300,404,tdpseTerbit,6398,,SUZHOU NUOCHENG LEGAL CONSULTING SERVICE COMPANY,gamelawyer.com,Sektor Teknologi Informasi dan Komunikasi,Suzhou nuocheng Legal Consulting Service Company,2022-07-18,004722.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/47d14fe6473da7e44e8e65999d1315eb.png,TERDAFTAR,6260
294,30,291,41,10,300,404,tdpseTerbit,6397,,KINGAME ACCOUNT SYSTEM,thebulletangel.com,Sektor Teknologi Informasi dan Komunikasi,KINGAME,2022-07-18,004721.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/06cff365f5b5948c5eb6d15263827923.png,TERDAFTAR,6259
295,30,291,41,10,300,404,tdpseTerbit,6394,,YOHO,yoho.media,Sektor Teknologi Informasi dan Komunikasi,MOBILE ALPHA LIMITED,2022-07-18,004720.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/81e4d48ca1ce58ccda845c46d505899b.png,TERDAFTAR,6257
296,30,291,41,10,300,404,tdpseTerbit,9896,,SUPER IDOL,superidol.com,Sektor Teknologi Informasi dan Komunikasi,ALOHA,2022-08-04,004719.02/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/bea7f208fb518293be6e8ac6265aedc2.png,TERDAFTAR,9783
297,30,291,41,10,300,404,tdpseTerbit,6393,,ALOHA,aloha.com,Sektor Teknologi Informasi dan Komunikasi,ALOHA,2022-07-18,004719.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e683e3c9f6e253d1b50e39d85713487e.png,TERDAFTAR,6256
298,30,291,41,10,300,404,tdpseTerbit,6392,,HTTPS://WWW.KFREEGAME.COM/,kfreegame.com,Sektor Teknologi Informasi dan Komunikasi,KINGMI CORPORATION LIMITED,2022-07-18,004718.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/2e8c3a05d01d591001b2ff00e9de8c6d.png,TERDAFTAR,6255
299,30,291,41,10,300,404,tdpseTerbit,6391,,MINI WORLD,play.google.com/store/apps/details?id=com.playmini.miniworld https://apps.apple.com/id/app/mini-world-creata/id1540197003 www.miniworldgame.com,Sektor Teknologi Informasi dan Komunikasi,MINOVATE HONG KONG LIMITED,2022-07-18,004717.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/37a89ae7fc5fa22db639d90e67c234d5.png,TERDAFTAR,6254
300,31,301,41,10,310,404,tdpseTerbit,6390,,DOORU LIBRARY,play.google.com/store/apps/details?id=com.enuma.easylibrary,Sektor Teknologi Informasi dan Komunikasi,ENUMA INC,2022-07-18,004716.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c42ec7b0c05a28aae8d93819ed471bb7.png,TERDAFTAR,6253
301,31,301,41,10,310,404,tdpseTerbit,6389,,TODO MATH,play.google.com/store/apps/details?id=com.enuma.todomath,Sektor Teknologi Informasi dan Komunikasi,ENUMA INC,2022-07-18,004716.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f8deb0808b678b0f361ac66e53344c4c.png,TERDAFTAR,6252
302,31,301,41,10,310,404,tdpseTerbit,6388,,TODO KOREAN,play.google.com/store/apps/details?id=com.enuma.todohangeul,Sektor Teknologi Informasi dan Komunikasi,ENUMA INC,2022-07-18,004716.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9b6ef4094ddf5f84064dab3ec756af05.png,TERDAFTAR,6251
303,31,301,41,10,310,404,tdpseTerbit,6387,,SEKOLAH ENUMA: BAHASA INDONESIA,play.google.com/store/apps/details?id=com.enuma.enumaschool.indb2c,Sektor Teknologi Informasi dan Komunikasi,ENUMA INC,2022-07-18,004716.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9d30e2378de9d68ae0c55517fb64a237.png,TERDAFTAR,6250
304,31,301,41,10,310,404,tdpseTerbit,6386,,SUPER SUS,supersus.io,Sektor Teknologi Informasi dan Komunikasi,PI PRODUCTIONS PTE. LTD.,2022-07-18,004715.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/ff2c7d43a1e027cede86e0c5099dc118.png,TERDAFTAR,6249
305,31,301,41,10,310,404,tdpseTerbit,6385,,BE THE KING,king.ckhdea.com/,Sektor Teknologi Informasi dan Komunikasi,"HONG KONG CHUANG COOL INTERACTIVE ENTERTAINMENT CO., LIMITED",2022-07-18,004714.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/874b6bd4cde07d00ebe8df6f84dd65cb.png,TERDAFTAR,6248
306,31,301,41,10,310,404,tdpseTerbit,8773,,FLASH PARTY,apps.apple.com/us/app/flash-party/id1579850555; taptap.io/app/211926,Sektor Teknologi Informasi dan Komunikasi,XD ENTERTAINMENT PTE. LTD.,2022-07-22,004713.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6aff1847861a66ccf541804b1de81ad8.png,TERDAFTAR,8690
